Id,Nombre,Descripcion,Activo,FechaAlta,UsuarioAltaId
183,Familiar,Disputas entre consumidores y proveedores.,True,2025-11-07 20:47:35,889.0
184,Civil,Litigios civiles generales.,True,2025-11-09 14:59:30,218.0
185,Ambiental,Asuntos penales y delitos.,True,2026-03-14 06:41:27,377.0
186,Civil,Asuntos penales y delitos.,True,2025-10-01 00:46:10,637.0
187,Civil,Conflictos relacionados con el trabajo y empleos.,False,2026-02-05 09:51:14,317.0
188,Administrativo,Conflictos relacionados con el trabajo y empleos.,True,2026-02-05 13:59:20,411.0
189,Comercial,Conflictos relacionados con el trabajo y empleos.,False,2026-03-22 19:02:49,386.0
190,Ambiental,Conflictos con entidades administrativas.,True,2026-02-17 07:16:16,333.0
191,Laboral,Problemas en transacciones comerciales.,False,2026-02-16 23:32:19,84.0
192,Ambiental,Disputas entre consumidores y proveedores.,True,2025-09-01 23:07:36,280.0
193,Familiar,Conflictos con entidades administrativas.,False,2025-09-30 15:17:19,695.0
194,Civil,Conflictos relacionados con el trabajo y empleos.,True,2026-01-16 05:57:59,8.0
195,Civil,Asuntos penales y delitos.,True,2026-02-27 10:17:42,123.0
196,Ambiental,Disputas entre consumidores y proveedores.,True,2026-02-08 14:11:28,721.0
197,Administrativo,Disputas entre miembros de la familia.,False,2025-10-16 19:33:35,20.0
198,Familiar,Conflictos con entidades administrativas.,False,2025-07-18 04:59:37,727.0
199,Civil,Disputas entre miembros de la familia.,False,2025-10-13 18:15:52,821.0
200,Administrativo,Disputas entre miembros de la familia.,False,2025-09-27 15:20:35,604.0
201,Familiar,Disputas entre consumidores y proveedores.,True,2025-11-30 19:14:48,342.0
202,Familiar,Disputas entre miembros de la familia.,False,2025-08-10 02:23:05,795.0
203,Administrativo,Problemas en transacciones comerciales.,True,2026-01-08 15:26:46,45.0
204,Familiar,Problemas en transacciones comerciales.,False,2025-06-21 03:06:14,578.0
205,Administrativo,Conflictos con entidades administrativas.,False,2026-02-20 04:31:32,453.0
206,Civil,Conflictos relacionados con el trabajo y empleos.,False,2025-11-09 02:31:43,473.0
207,Laboral,Conflictos relacionados con el trabajo y empleos.,True,2025-11-01 09:31:21,885.0
208,Consumidor,Problemas ambientales y ecológicos.,True,2025-07-15 00:45:15,918.0
209,Ambiental,Asuntos penales y delitos.,True,2025-11-24 23:05:30,155.0
210,Ambiental,Disputas entre miembros de la familia.,True,2025-11-13 20:30:30,662.0
211,Laboral,Asuntos penales y delitos.,True,2025-05-11 04:07:29,536.0
212,Administrativo,Conflictos con entidades administrativas.,True,2025-12-15 06:09:13,347.0
213,Administrativo,Disputas entre miembros de la familia.,False,2025-11-21 15:00:19,396.0
214,Civil,Problemas en transacciones comerciales.,False,2025-11-19 15:58:20,145.0
215,Civil,Disputas entre consumidores y proveedores.,False,2026-03-02 22:50:57,318.0
216,Administrativo,Problemas en transacciones comerciales.,True,2025-05-29 19:42:15,702.0
217,Consumidor,Conflictos con entidades administrativas.,True,2026-04-29 07:16:51,974.0
218,Administrativo,Problemas ambientales y ecológicos.,False,2026-01-30 11:27:53,80.0
219,Familiar,Conflictos relacionados con el trabajo y empleos.,True,2025-06-04 07:39:13,633.0
220,Consumidor,Problemas en transacciones comerciales.,True,2026-02-14 12:42:18,790.0
221,Ambiental,Conflictos relacionados con el trabajo y empleos.,False,2025-10-10 06:52:16,244.0
222,Civil,Problemas ambientales y ecológicos.,False,2026-01-09 01:20:43,989.0
223,Penal,Conflictos con entidades administrativas.,False,2025-05-26 00:07:33,788.0
224,Consumidor,Disputas entre consumidores y proveedores.,False,2026-02-15 11:44:24,142.0
225,Laboral,Problemas ambientales y ecológicos.,True,2025-10-30 00:36:56,729.0
226,Civil,Disputas entre miembros de la familia.,True,2026-02-15 10:07:05,526.0
227,Consumidor,Disputas entre miembros de la familia.,True,2026-01-15 03:39:40,953.0
228,Consumidor,Conflictos relacionados con el trabajo y empleos.,True,2025-10-18 02:12:47,396.0
229,Administrativo,Asuntos penales y delitos.,False,2026-04-24 07:36:56,860.0
230,Comercial,Problemas en transacciones comerciales.,True,2026-04-19 08:37:09,484.0
231,Ambiental,Problemas ambientales y ecológicos.,False,2025-06-27 17:38:57,20.0
232,Penal,Problemas en transacciones comerciales.,True,2025-07-31 18:57:29,434.0
233,Civil,Asuntos penales y delitos.,False,2025-12-05 15:32:47,430.0
234,Familiar,Disputas entre miembros de la familia.,True,2025-08-25 23:02:01,648.0
235,Comercial,Litigios civiles generales.,False,2025-10-01 17:56:40,247.0
236,Comercial,Disputas entre miembros de la familia.,True,2025-08-13 07:31:29,558.0
237,Consumidor,Problemas ambientales y ecológicos.,True,2026-04-15 22:11:39,260.0
238,Administrativo,Disputas entre miembros de la familia.,True,2025-11-13 10:49:20,644.0
239,Administrativo,Problemas en transacciones comerciales.,True,2026-04-16 07:01:41,834.0
240,Ambiental,Problemas ambientales y ecológicos.,False,2025-06-19 12:44:54,65.0
241,Laboral,Litigios civiles generales.,True,2026-01-25 16:45:50,908.0
242,Administrativo,Litigios civiles generales.,False,2025-08-18 05:43:28,485.0
243,Laboral,Asuntos penales y delitos.,False,2025-12-13 06:40:13,49.0
244,Civil,Disputas entre miembros de la familia.,False,2025-11-01 04:39:37,762.0
245,Consumidor,Conflictos con entidades administrativas.,False,2026-02-02 02:51:31,377.0
246,Familiar,Disputas entre consumidores y proveedores.,False,2026-03-29 04:57:10,185.0
247,Administrativo,Disputas entre miembros de la familia.,False,2026-03-29 07:53:44,314.0
248,Consumidor,Problemas en transacciones comerciales.,False,2025-05-20 04:13:34,44.0
249,Consumidor,Litigios civiles generales.,False,2025-06-15 17:31:20,653.0
250,Administrativo,Problemas en transacciones comerciales.,False,2026-04-23 13:41:24,695.0
251,Laboral,Problemas en transacciones comerciales.,False,2026-04-04 10:46:21,376.0
252,Consumidor,Conflictos relacionados con el trabajo y empleos.,False,2025-07-03 13:52:34,972.0
253,Administrativo,Problemas ambientales y ecológicos.,False,2026-03-30 00:27:29,376.0
254,Administrativo,Litigios civiles generales.,False,2026-01-01 15:34:15,191.0
255,Consumidor,Disputas entre miembros de la familia.,False,2025-12-25 09:50:34,220.0
256,Ambiental,Asuntos penales y delitos.,True,2026-03-07 13:41:58,463.0
257,Ambiental,Disputas entre miembros de la familia.,True,2025-05-24 07:53:40,727.0
258,Civil,Litigios civiles generales.,True,2026-02-16 19:50:03,718.0
259,Administrativo,Asuntos penales y delitos.,False,2026-03-07 11:45:54,243.0
260,Laboral,Conflictos con entidades administrativas.,True,2025-07-29 00:12:33,823.0
261,Familiar,Disputas entre miembros de la familia.,False,2025-12-01 05:50:16,491.0
262,Consumidor,Disputas entre miembros de la familia.,False,2026-03-05 07:54:58,461.0
263,Administrativo,Problemas en transacciones comerciales.,True,2025-07-29 21:58:51,787.0
264,Consumidor,Conflictos relacionados con el trabajo y empleos.,True,2026-03-06 02:26:43,169.0
265,Administrativo,Asuntos penales y delitos.,True,2025-11-12 01:38:44,867.0
266,Civil,Asuntos penales y delitos.,False,2025-06-17 01:18:54,641.0
267,Familiar,Problemas en transacciones comerciales.,False,2025-07-09 00:26:52,675.0
268,Laboral,Conflictos relacionados con el trabajo y empleos.,False,2026-03-28 16:54:13,591.0
269,Penal,Disputas entre consumidores y proveedores.,False,2025-06-25 22:34:31,911.0
270,Civil,Problemas ambientales y ecológicos.,True,2026-01-02 21:10:43,465.0
271,Laboral,Problemas en transacciones comerciales.,False,2025-09-25 05:05:33,209.0
272,Comercial,Conflictos con entidades administrativas.,False,2025-11-25 18:40:40,999.0
273,Comercial,Conflictos con entidades administrativas.,False,2025-08-18 01:29:42,248.0
274,Familiar,Litigios civiles generales.,False,2025-09-20 11:26:56,52.0
275,Consumidor,Disputas entre consumidores y proveedores.,False,2026-01-01 12:43:42,957.0
276,Penal,Problemas en transacciones comerciales.,False,2025-08-26 02:06:31,901.0
277,Ambiental,Conflictos relacionados con el trabajo y empleos.,True,2026-03-23 06:03:33,990.0
278,Penal,Conflictos con entidades administrativas.,False,2026-04-14 17:17:31,612.0
279,Civil,Conflictos relacionados con el trabajo y empleos.,False,2026-03-14 05:27:06,271.0
280,Consumidor,Conflictos con entidades administrativas.,True,2026-04-15 06:32:26,576.0
281,Administrativo,Litigios civiles generales.,False,2026-04-01 06:03:34,783.0
282,Familiar,Problemas en transacciones comerciales.,False,2026-03-20 06:12:12,348.0
283,Comercial,Asuntos penales y delitos.,True,2025-07-04 02:10:30,42.0
284,Laboral,Problemas en transacciones comerciales.,False,2025-05-08 07:44:32,532.0
285,Comercial,Problemas en transacciones comerciales.,False,2025-11-21 23:15:52,403.0
286,Administrativo,Problemas ambientales y ecológicos.,True,2025-05-11 00:16:32,836.0
287,Administrativo,Conflictos con entidades administrativas.,True,2025-05-29 15:09:25,316.0
288,Ambiental,Litigios civiles generales.,True,2025-06-06 23:59:48,739.0
289,Ambiental,Problemas en transacciones comerciales.,False,2025-08-12 21:49:23,794.0
290,Comercial,Asuntos penales y delitos.,True,2026-04-21 23:51:55,196.0
291,Ambiental,Conflictos con entidades administrativas.,False,2025-10-06 14:09:18,209.0
292,Ambiental,Conflictos relacionados con el trabajo y empleos.,False,2025-05-12 14:02:49,575.0
293,Ambiental,Disputas entre consumidores y proveedores.,False,2025-11-29 13:06:04,546.0
294,Administrativo,Litigios civiles generales.,False,2025-06-30 03:23:47,286.0
295,Penal,Litigios civiles generales.,False,2025-12-11 20:22:18,722.0
296,Administrativo,Problemas ambientales y ecológicos.,False,2025-11-11 00:36:03,815.0
297,Civil,Disputas entre miembros de la familia.,False,2025-07-18 21:01:38,918.0
298,Administrativo,Problemas en transacciones comerciales.,False,2025-12-11 17:17:17,81.0
299,Ambiental,Litigios civiles generales.,False,2025-09-05 12:23:10,552.0
300,Civil,Problemas en transacciones comerciales.,True,2026-03-13 22:48:25,246.0
301,Laboral,Asuntos penales y delitos.,False,2025-06-16 11:32:56,424.0
302,Ambiental,Disputas entre miembros de la familia.,True,2025-05-25 14:35:27,952.0
303,Consumidor,Problemas ambientales y ecológicos.,False,2025-09-05 22:23:14,988.0
304,Administrativo,Litigios civiles generales.,True,2025-06-12 16:37:13,92.0
305,Laboral,Problemas en transacciones comerciales.,False,2025-10-07 12:36:04,38.0
306,Ambiental,Problemas en transacciones comerciales.,True,2025-12-11 17:35:43,582.0
307,Administrativo,Litigios civiles generales.,True,2025-09-17 22:01:29,506.0
308,Ambiental,Litigios civiles generales.,False,2026-01-30 15:14:52,749.0
309,Civil,Problemas en transacciones comerciales.,True,2026-04-30 19:14:12,303.0
310,Comercial,Disputas entre consumidores y proveedores.,True,2025-10-02 02:15:57,411.0
311,Comercial,Problemas en transacciones comerciales.,False,2025-09-06 07:36:47,7.0
312,Consumidor,Asuntos penales y delitos.,True,2025-09-22 10:14:43,597.0
313,Civil,Conflictos con entidades administrativas.,False,2025-05-19 11:32:20,122.0
314,Civil,Problemas en transacciones comerciales.,False,2025-10-12 21:03:03,917.0
315,Familiar,Litigios civiles generales.,True,2025-10-31 23:21:48,981.0
316,Ambiental,Problemas en transacciones comerciales.,False,2025-09-17 18:57:39,426.0
317,Penal,Asuntos penales y delitos.,False,2025-05-24 22:40:12,84.0
318,Administrativo,Disputas entre miembros de la familia.,True,2025-07-24 15:32:09,561.0
319,Comercial,Problemas en transacciones comerciales.,True,2025-11-22 02:07:55,697.0
320,Ambiental,Disputas entre miembros de la familia.,True,2025-08-20 03:44:59,465.0
321,Consumidor,Problemas ambientales y ecológicos.,False,2025-07-24 17:00:33,689.0
322,Laboral,Disputas entre consumidores y proveedores.,True,2025-12-29 17:48:49,593.0
323,Laboral,Disputas entre consumidores y proveedores.,True,2025-11-12 20:31:28,62.0
324,Ambiental,Conflictos relacionados con el trabajo y empleos.,False,2025-12-13 05:24:13,139.0
325,Administrativo,Disputas entre consumidores y proveedores.,True,2025-09-21 06:11:57,700.0
326,Administrativo,Disputas entre miembros de la familia.,True,2026-02-06 01:10:29,131.0
327,Laboral,Conflictos relacionados con el trabajo y empleos.,False,2025-12-07 03:52:16,558.0
328,Consumidor,Asuntos penales y delitos.,True,2026-01-02 04:13:53,283.0
329,Familiar,Conflictos relacionados con el trabajo y empleos.,True,2025-06-04 04:56:13,959.0
330,Penal,Asuntos penales y delitos.,True,2026-04-04 14:58:00,458.0
331,Penal,Conflictos relacionados con el trabajo y empleos.,True,2025-10-15 04:21:28,223.0
332,Comercial,Litigios civiles generales.,False,2026-01-08 18:59:42,592.0
333,Penal,Litigios civiles generales.,False,2026-02-23 21:02:48,424.0
334,Civil,Conflictos relacionados con el trabajo y empleos.,True,2025-07-26 23:39:15,934.0
